index,merchant_name,merchant_address,brand_name,category,store_address,lat,long,dist,city
435,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"07 Thanh Niên, P.Trúc Bạch, Q.Ba Đình",21.05042,105.83985,Quận Ba Đình,Hà Nội
436,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"07 Thi Sách, P.Bến Nghé, Q.1",10.77772,106.70525,Quận 1,Hồ Chí Minh
437,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"1 Bùi Viện, P.Phạm Ngũ Lão, Q.1",10.76768,106.69458,Quận 1,Hồ Chí Minh
438,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"102 Linh Lang, P.Cống Vị, Q.Ba Đình",21.03332,105.81016,Quận Ba Đình,Hà Nội
439,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"105 Nguyễn Đức Cảnh, P.Tân Phong, Q.7",10.72387,106.70878,Quận 7,Hồ Chí Minh
440,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"106 Hoàng Quốc Việt, P.Nghĩa Đô, Q.Cầu Giấy",21.04631,105.79508,Quận Cầu Giấy,Hà Nội
441,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"11 Nguyễn Văn Tráng, P.Bến Thành, Q.1",10.77003,106.69234,Quận 1,Hồ Chí Minh
442,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"112 Cầu Gỗ, P.Hàng Bạc, Q.Hoàn Kiếm",21.03229,105.85155,Quận Hoàn Kiếm,Hà Nội
443,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"116 Xuân Thủy, P.Thảo Điền, Q.2",10.8041,106.73657,Quận 2,Hồ Chí Minh
444,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"117/21 Thùy Vân, P.2, TP. Vũng Tàu",10.34976,107.09983,Phường Thắng Tam,Vũng Tàu
445,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"118 Độc Lập, P.Tân Thành, Q.Tân Phú",10.79208,106.6342,Quận Tân Phú,Hồ Chí Minh
446,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"12 Phạm Văn Nghị, P.Tân Phong, Q.7",10.7271101,106.70682,Quận 7,Hồ Chí Minh
447,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"127 Nguyễn Khang, P.Yên Hoà, Q.Cầu Giấy",21.01981,105.80099,Quận Cầu Giấy,Hà Nội
448,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"126 Nam Cao, P.Giảng Võ, Q.Ba Đình",21.03016,105.82236,Quận Ba Đình,Hà Nội
449,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"129F-95I Bến Vân Đồn, P.6, Q.4",10.76387,106.69983,Quận 4,Hồ Chí Minh
450,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"13 Ngũ Xã, P.Trúc Bạch, Q.Ba Đình",21.046123,105.841322,Quận Ba Đình,Hà Nội
451,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"13 Tôn Đản, P.13, Q.4",10.762,106.70799,Quận 4,Hồ Chí Minh
452,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"138 Hàng Bông, P.Hàng Bông, Q.Hoàn Kiếm",21.0294,105.84546,Quận Hoàn Kiếm,Hà Nội
453,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"141 Âu Dương Lân, P.2, Q.8",10.74555,106.68321,Quận 8,Hồ Chí Minh
454,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"140 Bùi Viện, P.Phạm Ngũ Lão, Q.1",10.76678,106.69259,Quận 1,Hồ Chí Minh
455,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"141 Bùi Viện, P.Phạm Ngũ Lão, Q.1",10.76643,106.6918,Quận 1,Hồ Chí Minh
456,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"146B Lê Thánh Tôn, P.Bến Thành, Q.1",10.77332,106.69792,Quận 1,Hồ Chí Minh
457,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"148 Lê Thị Riêng, P.Bến Thành, Q.1",10.7707,106.68967,Quận 1,Hồ Chí Minh
458,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"15 Bùi Bằng Đoàn, P.Tân Phong, Q.7",10.7332152,106.708485,Quận 7,Hồ Chí Minh
459,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"15 Đỗ Quang Đẩu, P.Phạm Ngũ Lão, Q.1",10.76643,106.6912,Quận 1,Hồ Chí Minh
460,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"17 Số 3, P.Bình Thuận, Q.7",10.74165,106.7253,Quận 7,Hồ Chí Minh
461,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"159 Số 23, P.11, Q.6",10.74344,106.62545,Quận 6,Hồ Chí Minh
462,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"16 Hàng Hành, P.Hàng Trống, Q.Hoàn Kiếm",21.03161,105.85057,Quận Hoàn Kiếm,Hà Nội
463,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"162 Mai Dịch, P.Mai Dịch, Q.Cầu Giấy",21.04458,105.77559,Quận Cầu Giấy,Hà Nội
464,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"167 Lê Thánh Tôn, P.Bến Thành, Q.1",10.77388,106.69876,Quận 1,Hồ Chí Minh
465,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"166A4 Nguyễn Cảnh Dị, P.Đại Kim, Q.Hoàng Mai",20.97608,105.83594,Quận Hoàng Mai,Hà Nội
466,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"16B Hàng Than, P.Nguyễn Trung Trực, Q.Ba Đình",21.04215,105.84776,Quận Ba Đình,Hà Nội
467,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"17 Liễu Giai, P.Cống Vị, Q.Ba Đình",21.03636,105.81466,Quận Ba Đình,Hà Nội
468,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"17 Tô Ngọc Vân, P.Quảng An, Q.Tây Hồ",21.06818,105.82504,Quận Tây Hồ,Hà Nội
469,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"173 Lý Tự Trọng, P.Bến Thành, Q.1",10.77338,106.69623,Quận 1,Hồ Chí Minh
470,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"174 Phú Diễn, P.Phú Diễn, Q.Bắc Từ Liêm",21.04697,105.76314,Quận Bắc Từ Liêm,Hà Nội
471,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"17B Hàng Da, P.Hàng Bông, Q.Hoàn Kiếm",21.0319133,105.846725,Quận Hoàn Kiếm,Hà Nội
472,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"18 Lãn Ông, P.Hàng Đào, Q.Hoàn Kiếm",21.03531,105.84945,Quận Hoàn Kiếm,Hà Nội
473,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"18 Nguyễn Khánh Toàn, P.Quan Hoa, Q.Cầu Giấy",21.03899,105.79917,Quận Cầu Giấy,Hà Nội
474,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"180 La Thành, P.Ô Chợ Dừa, Q.Đống Đa",21.02048,105.82728,Quận Đống Đa,Hà Nội
475,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"188 Nguyễn Thị Minh Khai, P.6, Q.3",10.77563,106.6913,Quận 3,Hồ Chí Minh
476,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"2 Trần Khắc Chân, P.Tân Định, Q.1",10.79204,106.69141,Quận 1,Hồ Chí Minh
477,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"22 Sư Vạn Hạnh, P.9, Q.5",10.75814,106.67377,Quận 5,Hồ Chí Minh
478,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"201 Phạm Ngũ Lão, P.Phạm Ngũ Lão, Q.1",10.76861,106.69319,Quận 1,Hồ Chí Minh
479,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"21 Thạch Lam, P.Hiệp Tân, Q.Tân Phú",10.77641,106.63243,Quận Tân Phú,Hồ Chí Minh
480,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"216 Nguyễn Văn Luông, P.11, Q.6",10.74378,106.63474,Quận 6,Hồ Chí Minh
481,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"22L Vũ Huy Tấn, P.3, Q.Bình Thạnh",10.79576,106.69542,Quận Bình Thạnh,Hồ Chí Minh
482,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"238 Lý Tự Trọng, P.Bến Thành, Q.1",10.77207,106.69439,Quận 1,Hồ Chí Minh
483,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"23B Tôn Đức Thắng, P.Bến Nghé, Q.1",10.78272,106.70574,Quận 1,Hồ Chí Minh
484,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"23D4 Đường 30/4, P.9, TP. Vũng Tàu",10.3466,107.07429,Phường 9,Vũng Tàu
485,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"24 A4, P.12, Q.Tân Bình",10.80098,106.64957,Quận Tân Bình,Hồ Chí Minh
486,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"243 Lý Tự Trọng, P.Bến Thành, Q.1",10.77252,106.69504,Quận 1,Hồ Chí Minh
487,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"244 Bùi Viện, P.Đa Kao, Q.1",10.76579,106.6908,Quận 1,Hồ Chí Minh
488,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"25 Nguyễn Siêu, P.Hàng Buồm, Q.Hoàn Kiếm",21.03652,105.85153,Quận Hoàn Kiếm,Hà Nội
489,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"250 Đề Thám, P.Phạm Ngũ Lão, Q.1",10.7681,106.69364,Quận 1,Hồ Chí Minh
490,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"257A Nguyễn Trãi, P.Nguyễn Cư Trinh, Q.1",10.76462,106.68749,Quận 1,Hồ Chí Minh
491,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"26 Nguyễn Thái Bình, P.4, Q.Tân Bình",10.7993,106.65629,Quận Tân Bình,Hồ Chí Minh
492,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"27 Bình Phú, P.10, Q.6",10.73908,106.62927,Quận 6,Hồ Chí Minh
493,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"271 Phạm Ngũ Lão, P.Phạm Ngũ Lão, Q.1",10.76818,106.69204,Quận 1,Hồ Chí Minh
494,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"273 Lê Thánh Tôn, P.Bến Thành, Q.1",10.7718,106.69552,Quận 1,Hồ Chí Minh
495,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"279 Trần Bình Trọng, P.4, Q.5",10.76127,106.67962,Quận 5,Hồ Chí Minh
496,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"28/8 Bùi Viện, P.Phạm Ngũ Lão, Q.1",10.76773,106.69469,Quận 1,Hồ Chí Minh
497,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"29 Trịnh Đình Thảo, P.Hòa Thạnh, Q.Tân Phú",10.7751553,106.6348906,Quận Tân Phú,Hồ Chí Minh
498,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"293 Phạm Ngũ Lão, P.Phạm Ngũ Lão, Q.1",10.76776,106.69103,Quận 1,Hồ Chí Minh
499,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"30 Bát Sứ, P.Hàng Bồ, Q.Hoàn Kiếm",21.03488,105.84748,Quận Hoàn Kiếm,Hà Nội
500,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"30 Mai Anh Tuấn, P.Ô Chợ Dừa, Q.Đống Đa",21.0183166,105.8181966,Quận Đống Đa,Hà Nội
501,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"31 Trần Quốc Hoàn, P.Dịch Vọng Hậu, Q.Cầu Giấy",21.04172,105.78483,Quận Cầu Giấy,Hà Nội
502,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"33 Cầu Gỗ, P.Hàng Bạc, Q.Hoàn Kiếm",21.03223,105.85301,Quận Hoàn Kiếm,Hà Nội
503,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"32 Nguyễn Hữu Cầu, P.Tân Định, Q.1",10.79109,106.69117,Quận 1,Hồ Chí Minh
504,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"327 Phạm Ngũ Lão, P.Phạm Ngũ Lão, Q.1",10.76749,106.6904,Quận 1,Hồ Chí Minh
505,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"33 Hoàng Hoa Thám, P.11, Q.Tân Bình",10.79921,106.6472,Quận Tân Bình,Hồ Chí Minh
506,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"33 Phủ Doãn, P.Hàng Trống, Q.Hoàn Kiếm",21.0292,105.84774,Quận Hoàn Kiếm,Hà Nội
507,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"33/167 Tây Sơn, P.Quang Trung, Q.Đống Đa",21.00993,105.8266633,Quận Đống Đa,Hà Nội
508,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"35 Lương Ngọc Quyến, P.Hàng Buồm, Q.Hoàn Kiếm",21.03473,105.85228,Quận Hoàn Kiếm,Hà Nội
509,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"36 Hai Bà Trưng, P.Bến Nghé, Q.1",10.777,106.70463,Quận 1,Hồ Chí Minh
510,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"37 Lý Quốc Sư, P.Hàng Trống, Q.Hoàn Kiếm",21.02987,105.84913,Quận Hoàn Kiếm,Hà Nội
511,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"37 Nguyễn Văn Hưởng, P.Thảo Điền, Q.2",10.80444,106.72665,Quận 2,Hồ Chí Minh
512,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"38 Đào Duy Từ, P.Hàng Buồm, Q.Hoàn Kiếm",21.03599,105.85282,Quận Hoàn Kiếm,Hà Nội
513,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"395 Lạc Long Quân, P.Nghĩa Đô, Q.Cầu Giấy",21.05597,105.80881,Quận Cầu Giấy,Hà Nội
514,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"4 Lê Lợi, P.4, TP. Vũng Tàu",10.3465956,107.0742848,Phường 1,Vũng Tàu
515,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"4 Thống Nhất, P.1, TP. Vũng Tàu",10.3456155,107.076681,Phường 1,Vũng Tàu
516,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"40 Hàng Bông, P.Hàng Bông, Q.Hoàn Kiếm",21.03045,105.84738,Quận Hoàn Kiếm,Hà Nội
517,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"40 Huỳnh Thúc Kháng, P.Bến Nghé, Q.1",10.77261,106.70233,Quận 1,Hồ Chí Minh
518,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"40 Thủ Khoa Huân, P.Bến Thành, Q.1",10.77424,106.69685,Quận 1,Hồ Chí Minh
519,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"402 Hà Huy Tập, P.Tân Phong, Q.7",10.72641,106.70826,Quận 7,Hồ Chí Minh
520,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"420 Đê La Thành, P.Ô Chợ Dừa, Q.Đống Đa",21.02279,105.82218,Quận Đống Đa,Hà Nội
521,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"43 Đỗ Quang, P.Trung Hoà, Q.Cầu Giấy",21.01097,105.80219,Quận Cầu Giấy,Hà Nội
522,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"442 Đội Cấn, P.Vĩnh Phúc, Q.Ba Đình",21.03784,105.81042,Quận Ba Đình,Hà Nội
523,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"45 Hào Nam, P.Ô Chợ Dừa, Q.Đống Đa",21.02242,105.82639,Quận Đống Đa,Hà Nội
524,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"45 Tân Mỹ, P.Tân Phú, Q.7",10.73677,106.71825,Quận 7,Hồ Chí Minh
525,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"46 Gia Ngư, P.Hàng Bạc, Q.Hoàn Kiếm",21.03309,105.85202,Quận Hoàn Kiếm,Hà Nội
526,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"48 Đinh Tiên Hoàng, P.Đa Kao, Q.1",10.78948,106.69845,Quận 1,Hồ Chí Minh
527,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"49 Hàng Bè, P.Hàng Bạc, Q.Hoàn Kiếm",21.03268,105.85382,Quận Hoàn Kiếm,Hà Nội
528,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"49C Hàng Bún, P.Nguyễn Trung Trực, Q.Ba Đình",21.04165,105.84574,Quận Ba Đình,Hà Nội
529,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"4B Hồ Xuân Hương, P.6, Q.3",10.77672,106.68773,Quận 3,Hồ Chí Minh
530,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"5 Trung Hòa, P.Yên Hoà, Q.Cầu Giấy",21.01465,105.80162,Quận Cầu Giấy,Hà Nội
531,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"50 Bùi Viện, P.Phạm Ngũ Lão, Q.1",10.76739,106.69398,Quận 1,Hồ Chí Minh
532,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"52 Trương Định, P.Bến Thành, Q.1",10.77239,106.69573,Quận 1,Hồ Chí Minh
533,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"54A Vũ Trọng Phụng, P.Thanh Xuân Trung, Q.Thanh Xuân",20.99817,105.80923,Quận Thanh Xuân,Hà Nội
534,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"55 Phạm Viết Chánh, P.Nguyễn Cư Trinh, Q.1",10.76619,106.68284,Quận 1,Hồ Chí Minh
535,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"555 Sư Vạn Hạnh, P.13, Q.10",10.77606,106.66705,Quận 10,Hồ Chí Minh
536,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"58 Phạm Văn Nghị, P.Tân Phong, Q.7",10.7271101,106.70682,Quận 7,Hồ Chí Minh
537,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"59 Đông Du, P.Bến Nghé, Q.1",10.77543,106.70406,Quận 1,Hồ Chí Minh
538,CIRCLE K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K,cvs,"5A Chợ Lớn, P.11, Q.6",10.74608,106.63472,Quận 6,Hồ Chí Minh
